2008-01-06	54472
2008-01-07	54473
2008-01-08	54474
2008-01-09	54475
2008-01-10	54476
2008-01-11	54477
2008-01-12	54478
2008-01-13	54479
2008-01-14	54480
2008-01-15	54481
2008-01-16	54482
2008-01-17	54483
2008-01-18	54484
2008-01-19	54485
2008-01-20	54486
2008-01-21	54487
2008-01-22	54488
2008-01-23	54489
2008-01-24	54490
2008-01-25	54491
2008-01-26	54492
2008-01-27	54493
2008-01-28	54494
2008-01-29	54495
2008-01-30	54496
2008-01-31	54497
2008-02-01	54498
2008-02-02	54499
2008-02-03	54500
2008-02-04	54501
2008-02-05	54502
2008-02-06	54503
2008-02-07	54504
2008-02-08	54505
2008-02-09	54506
2008-02-10	54507
2008-02-11	54508
2008-02-12	54509
2008-02-13	54510
2008-02-14	54511
2008-02-15	54512
2008-02-16	54513
2008-02-17	54514
2008-02-18	54515
2008-02-19	54516
2008-02-20	54517
2008-02-21	54518
2008-02-22	54519
2008-02-23	54520
2008-02-24	54521
2008-02-25	54522
2008-02-26	54523
2008-02-27	54524
2008-02-28	54525
2008-02-29	54526
2008-03-01	54527
2008-03-02	54528
2008-03-03	54529
2008-03-04	54530
2008-03-05	54531
2008-03-06	54532
2008-03-07	54533
2008-03-08	54534
2008-03-09	54535
2008-03-10	54536
2008-03-11	54537
2008-03-12	54538
2008-03-13	54539
2008-03-14	54540
2008-03-15	54541
2008-03-16	54542
2008-03-17	54543
2008-03-18	54544
2008-03-19	54545
2008-03-20	54546
2008-03-21	54547
2008-03-22	54548
2008-03-23	54549
2008-03-24	54550
2008-03-25	54551
2008-03-26	54552
2008-03-27	54553
2008-03-28	54554
2008-03-29	54555
2008-03-30	54556
2008-03-31	54557
2008-04-01	54558
2008-04-02	54559
2008-04-03	54560
2008-04-04	54561
2008-04-05	54562
2008-04-06	54563
2008-04-07	54564
2008-04-08	54565
2008-04-09	54566
2008-04-10	54567
2008-04-11	54568
2008-04-12	54569
2008-04-13	54570
2008-04-14	54571
2008-04-15	54572
2008-04-16	54573
2008-04-17	54574
2008-04-18	54575
2008-04-19	54576
2008-04-20	54577
2008-04-21	54578
2008-04-22	54579
2008-04-23	54580
2008-04-24	54581
2008-04-25	54582
2008-04-26	54583
2008-04-27	54584
2008-04-28	54585
2008-04-29	54586
2008-04-30	54587
2008-05-01	54588
2008-05-02	54589
2008-05-03	54590
2008-05-04	54591
2008-05-05	54592
2008-05-06	54593
2008-05-07	54594
2008-05-08	54595
2008-05-09	54596
2008-05-10	54597
2008-05-11	54598
2008-05-12	54599
2008-05-13	54600
2008-05-14	54601
2008-05-15	54602
2008-05-16	54603
2008-05-17	54604
2008-05-18	54605
2008-05-19	54606
2008-05-20	54607
2008-05-21	54608
2008-05-22	54609
2008-05-23	54610
2008-05-24	54611
2008-05-25	54612
2008-05-26	54613
2008-05-27	54614
2008-05-28	54615
2008-05-29	54616
2008-05-30	54617
2008-05-31	54618
2008-06-01	54619
2008-06-02	54620
2008-06-03	54621
2008-06-04	54622
2008-06-05	54623
2008-06-06	54624
2008-06-07	54625
2008-06-08	54626
2008-06-09	54627
2008-06-10	54628
2008-06-11	54629
2008-06-12	54630
2008-06-13	54631
2008-06-14	54632
2008-06-15	54633
2008-06-16	54634
2008-06-17	54635
2008-06-18	54636
2008-06-19	54637
2008-06-20	54638
2008-06-21	54639
2008-06-22	54640
2008-06-23	54641
2008-06-24	54642
2008-06-25	54643
2008-06-26	54644
2008-06-27	54645
2008-06-28	54646
2008-06-29	54647
2008-06-30	54648
2008-07-01	54649
2008-07-02	54650
2008-07-03	54651
2008-07-04	54652
2008-07-05	54653
2008-07-06	54654
2008-07-07	54655
2008-07-08	54656
2008-07-09	54657
2008-07-10	54658
2008-07-11	54659
2008-07-12	54660
2008-07-13	54661
2008-07-14	54662
2008-07-15	54663
2008-07-16	54664
2008-07-17	54665
2008-07-18	54666
2008-07-19	54667
2008-07-20	54668
2008-07-21	54669
2008-07-22	54670
2008-07-23	54671
2008-07-24	54672
2008-07-25	54673
2008-07-26	54674
2008-07-27	54675
2008-07-28	54676
2008-07-29	54677
2008-07-30	54678
2008-07-31	54679
2008-08-01	54680
2008-08-02	54681
2008-08-03	54682
2008-08-04	54683
2008-08-05	54684
2008-08-06	54685
2008-08-07	54686
2008-08-08	54687
2008-08-09	54688
2008-08-10	54689
2008-08-11	54690
2008-08-12	54691
2008-08-13	54692
2008-08-14	54693
2008-08-15	54694
2008-08-16	54695
2008-08-17	54696
2008-08-18	54697
2008-08-19	54698
2008-08-20	54699
2008-08-21	54700
2008-08-22	54701
2008-08-23	54702
2008-08-24	54703
2008-08-25	54704
2008-08-26	54705
2008-08-27	54706
2008-08-28	54707
2008-08-29	54708
2008-08-30	54709
2008-08-31	54710
2008-09-01	54711
2008-09-02	54712
2008-09-03	54713
2008-09-04	54714
2008-09-05	54715
2008-09-06	54716
2008-09-07	54717
2008-09-08	54718
2008-09-09	54719
2008-09-10	54720
2008-09-11	54721
2008-09-12	54722
2008-09-13	54723
2008-09-14	54724
2008-09-15	54725
2008-09-16	54726
2008-09-17	54727
2008-09-18	54728
2008-09-19	54729
2008-09-20	54730
2008-09-21	54731
2008-09-22	54732
2008-09-23	54733
2008-09-24	54734
2008-09-25	54735
2008-09-26	54736
2008-09-27	54737
2008-09-28	54738
2008-09-29	54739
2008-09-30	54740
2008-10-01	54741
2008-10-02	54742
2008-10-03	54743
2008-10-04	54744
2008-10-05	54745
2008-10-06	54746
2008-10-07	54747
2008-10-08	54748
2008-10-09	54749
2008-10-10	54750
2008-10-11	54751
2008-10-12	54752
2008-10-13	54753
2008-10-14	54754
2008-10-15	54755
2008-10-16	54756
2008-10-17	54757
2008-10-18	54758
2008-10-19	54759
2008-10-20	54760
2008-10-21	54761
2008-10-22	54762
2008-10-23	54763
2008-10-24	54764
2008-10-25	54765
2008-10-26	54766
2008-10-27	54767
2008-10-28	54768
2008-10-29	54769
2008-10-30	54770
2008-10-31	54771
2008-11-01	54772
2008-11-02	54773
2008-11-03	54774
2008-11-04	54775
2008-11-05	54776
2008-11-06	54777
2008-11-07	54778
2008-11-08	54779
2008-11-09	54780
2008-11-10	54781
2008-11-11	54782
2008-11-12	54783
2008-11-13	54784
2008-11-14	54785
2008-11-15	54786
2008-11-16	54787
2008-11-17	54788
2008-11-18	54789
2008-11-19	54790
2008-11-20	54791
2008-11-21	54792
2008-11-22	54793
2008-11-23	54794
2008-11-24	54795
2008-11-25	54796
2008-11-26	54797
2008-11-27	54798
2008-11-28	54799
2008-11-29	54800
2008-11-30	54801
2008-12-01	54802
2008-12-02	54803
2008-12-03	54804
2008-12-04	54805
2008-12-05	54806
2008-12-06	54807
2008-12-07	54808
2008-12-08	54809
2008-12-09	54810
2008-12-10	54811
2008-12-11	54812
2008-12-12	54813
2008-12-13	54814
2008-12-14	54815
2008-12-15	54816
2008-12-16	54817
2008-12-17	54818
2008-12-18	54819
2008-12-19	54820
2008-12-20	54821
2008-12-21	54822
2008-12-22	54823
2008-12-23	54824
2008-12-24	54825
2008-12-25	54826
2008-12-26	54827
2008-12-27	54828
2008-12-28	54829
2008-12-29	54830
2008-12-30	54831
2008-12-31	54832
2009-01-01	54833
2009-01-02	54834
2009-01-03	54835
2009-01-04	54836
2009-01-05	54837
2009-01-06	54838
2009-01-07	54839
2009-01-08	54840
2009-01-09	54841
2009-01-10	54842
2009-01-11	54843
2009-01-12	54844
2009-01-13	54845
2009-01-14	54846
2009-01-15	54847
2009-01-16	54848
2009-01-17	54849
2009-01-18	54850
2009-01-19	54851
2009-01-20	54852
2009-01-21	54853
2009-01-22	54854
2009-01-23	54855
2009-01-24	54856
2009-01-25	54857
2009-01-26	54858
2009-01-27	54859
2009-01-28	54860
2009-01-29	54861
2009-01-30	54862
2009-01-31	54863
2009-02-01	54864
2009-02-02	54865
2009-02-03	54866
2009-02-04	54867
2009-02-05	54868
2009-02-06	54869
2009-02-07	54870
2009-02-08	54871
2009-02-09	54872
2009-02-10	54873
2009-02-11	54874
2009-02-12	54875
2009-02-13	54876
2009-02-14	54877
2009-02-15	54878
2009-02-16	54879
2009-02-17	54880
2009-02-18	54881
2009-02-19	54882
2009-02-20	54883
2009-02-21	54884
2009-02-22	54885
2009-02-23	54886
2009-02-24	54887
2009-02-25	54888
2009-02-26	54889
2009-02-27	54890
2009-02-28	54891
2009-03-01	54892
2009-03-02	54893
2009-03-03	54894
2009-03-04	54895
2009-03-05	54896
2009-03-06	54897
2009-03-07	54898
2009-03-08	54899
2009-03-09	54900
2009-03-10	54901
2009-03-11	54902
2009-03-12	54903
2009-03-13	54904
2009-03-14	54905
2009-03-15	54906
2009-03-16	54907
